1,-1,(),29,245,130,446,3.0561543880030513,-1,-1,-1
1,-1,(),193,208,310,442,1.2892924753250554,-1,-1,-1
1,-1,(),453,210,567,437,1.5514656812883914,-1,-1,-1
1,-1,(),415,250,504,428,0.6864794867578894,-1,-1,-1
1,-1,(),650,216,737,390,0.7403460055356845,-1,-1,-1
1,-1,(),701,235,771,374,0.3558012174908072,-1,-1,-1
1,-1,(),528,86,620,269,0.9511350097600371,-1,-1,-1
2,-1,(),24,233,133,450,3.181547453859821,-1,-1,-1
2,-1,(),199,236,302,442,0.9309310363605618,-1,-1,-1
2,-1,(),452,210,566,437,1.3911714111454785,-1,-1,-1
2,-1,(),407,220,511,428,1.4739477396942675,-1,-1,-1
2,-1,(),648,216,736,392,0.3004965285072103,-1,-1,-1
2,-1,(),528,86,620,269,1.4450169588671997,-1,-1,-1
3,-1,(),24,232,134,450,3.0707558928988874,-1,-1,-1
3,-1,(),198,236,301,441,1.5314069918822497,-1,-1,-1
3,-1,(),434,241,528,428,1.2256010131677613,-1,-1,-1
3,-1,(),647,220,732,391,0.3874113322235644,-1,-1,-1
3,-1,(),702,238,770,372,1.7738032448105514,-1,-1,-1
3,-1,(),528,83,622,270,0.29678109695669264,-1,-1,-1
3,-1,(),423,66,490,199,0.16510013723745942,-1,-1,-1
4,-1,(),28,244,130,448,3.049143730662763,-1,-1,-1
4,-1,(),195,235,299,442,1.2400840551126748,-1,-1,-1
4,-1,(),453,214,565,437,0.8432239305693656,-1,-1,-1
4,-1,(),404,220,506,424,1.2596229752525687,-1,-1,-1
4,-1,(),643,219,729,391,2.1025868410361,-1,-1,-1
4,-1,(),701,236,770,373,0.3573617599904537,-1,-1,-1
4,-1,(),528,86,620,269,0.25858222134411335,-1,-1,-1
5,-1,(),24,233,133,450,3.236883441451937,-1,-1,-1
5,-1,(),184,209,302,444,1.2656946233473718,-1,-1,-1
5,-1,(),460,244,554,432,0.8984926179982722,-1,-1,-1
5,-1,(),401,217,506,427,1.3071003588847816,-1,-1,-1
5,-1,(),642,221,727,390,1.7829391353297979,-1,-1,-1
6,-1,(),29,246,130,448,3.470107592176646,-1,-1,-1
6,-1,(),181,209,299,445,1.225264965556562,-1,-1,-1
6,-1,(),448,212,562,440,0.7813826156780124,-1,-1,-1
6,-1,(),398,213,508,432,1.3182322902139276,-1,-1,-1
6,-1,(),641,223,725,390,0.19909965386614203,-1,-1,-1
6,-1,(),701,236,770,373,1.5570319354301319,-1,-1,-1
6,-1,(),528,86,620,269,0.1629889749456197,-1,-1,-1
7,-1,(),24,234,132,450,2.94701571110636,-1,-1,-1
7,-1,(),179,210,296,444,1.4728815876878798,-1,-1,-1
7,-1,(),446,209,563,442,0.6970978956669569,-1,-1,-1
7,-1,(),398,214,509,435,1.3831242626765743,-1,-1,-1
7,-1,(),636,220,722,391,0.2750874226912856,-1,-1,-1
7,-1,(),702,239,768,372,1.3375884124543518,-1,-1,-1
7,-1,(),528,86,620,269,0.3660869107116014,-1,-1,-1
8,-1,(),27,243,129,448,2.988574175629765,-1,-1,-1
8,-1,(),439,196,564,446,0.5764866477111354,-1,-1,-1
8,-1,(),178,216,293,446,1.402826989069581,-1,-1,-1
8,-1,(),399,216,509,435,1.3800006518140435,-1,-1,-1
8,-1,(),631,215,720,393,1.827155326900538,-1,-1,-1
8,-1,(),528,86,620,269,0.2630768599919975,-1,-1,-1
9,-1,(),24,235,131,449,2.4959827717393637,-1,-1,-1
9,-1,(),172,211,291,448,1.6463696197606623,-1,-1,-1
9,-1,(),438,195,563,445,0.4204724970040843,-1,-1,-1
9,-1,(),399,217,507,432,1.5775429185014218,-1,-1,-1
9,-1,(),628,214,718,394,1.9437833171105012,-1,-1,-1
9,-1,(),528,82,623,271,0.40262407739646733,-1,-1,-1
10,-1,(),167,210,286,448,2.563996759708971,-1,-1,-1
10,-1,(),28,245,129,447,1.5519768976373598,-1,-1,-1
10,-1,(),435,190,564,447,0.46747515129391104,-1,-1,-1
10,-1,(),626,214,716,393,1.557608628179878,-1,-1,-1
10,-1,(),528,83,622,270,1.7784768694546074,-1,-1,-1
10,-1,(),428,68,494,201,0.2388710931991227,-1,-1,-1
11,-1,(),162,203,286,450,2.356366681866348,-1,-1,-1
11,-1,(),29,248,129,447,1.4668968198820949,-1,-1,-1
11,-1,(),461,286,533,429,1.657830508571351,-1,-1,-1
11,-1,(),399,212,507,428,0.2837375574745238,-1,-1,-1
11,-1,(),621,211,714,396,1.4012140817940235,-1,-1,-1
11,-1,(),701,236,770,374,1.1240953985834494,-1,-1,-1
11,-1,(),528,86,620,269,0.22145390580408275,-1,-1,-1
11,-1,(),432,70,497,200,0.33525155135430396,-1,-1,-1
12,-1,(),158,200,285,450,1.8138929165434092,-1,-1,-1
12,-1,(),25,236,131,449,1.3657835142221302,-1,-1,-1
12,-1,(),398,211,509,433,1.5750321480445564,-1,-1,-1
12,-1,(),618,206,714,397,1.3712850799784064,-1,-1,-1
12,-1,(),701,235,771,374,0.792088228976354,-1,-1,-1
12,-1,(),432,70,497,200,0.23724554106593132,-1,-1,-1
13,-1,(),155,199,283,450,1.6645465706242248,-1,-1,-1
13,-1,(),28,246,128,447,1.4488757159560919,-1,-1,-1
